Region,Source_Type,Feed_URL,Title,Summary,Link,Published_Date,Scraped_At
Middle_East,Independent,https://raseef22.net/feed/,سأترك رسالتي عائمةً في البوسفور… ترافقها نوارس إسطنبول,هل أفسدني دلالك؟ أجل. مذ أخذت من يدي كاسيت الشيخ إمام بابتسامة، وتعاملت معه بوصفه هدية، بدأت رحلتك مع إفسادي. ومذ آخر مرة سقطتُ فيها ولملمت حطامي وأعدت لصقي قطعة قطعة، بموهبة إلهة إغريقية وصبرها، وأنا أقول يكفيني أني التقيتك...,https://raseef22.net/article/1102466-%D8%B3%D8%A3%D8%AA%D8%B1%D9%83-%D8%B1%D8%B3%D8%A7%D9%84%D8%AA%D9%8A-%D8%B9%D8%A7%D8%A6%D9%85%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%88%D8%B3%D9%81%D9%88%D8%B1-%D8%AA%D8%B1%D8%A7%D9%81%D9%82%D9%87%D8%A7-%D9%86%D9%88%D8%A7%D8%B1%D8%B3-%D8%A5%D8%B3%D8%B7%D9%86%D8%A8%D9%88%D9%84,"Wed, 16 Sep 2026 11:19:14 +0300",2026-09-21 15:38:46
Global_South,Independent,https://www.aljazeera.com/xml/rss/all.xml,"Meloni promises to ban burqas, niqabs in Italy’s schools",Italy is planning to ban the burqa and niqab in schools and cap the number of foreign students per class.,https://www.aljazeera.com/video/newsfeed/2026/9/21/meloni-promises-to-ban-burqas-niqabs-in-italys-schools-2?traffic_source=rss,"Mon, 21 Sep 2026 05:56:27 +0000",2026-09-21 15:38:47
Global_South,Independent,https://www.aljazeera.com/xml/rss/all.xml,Iran’s military says US preparing to resume strikes,Tehran threatens retaliation as Trump weighs military action while Qatar pushes to revive talks.,https://www.aljazeera.com/news/2026/9/21/irans-military-says-us-preparing-to-resume-strikes?traffic_source=rss,"Mon, 21 Sep 2026 05:21:41 +0000",2026-09-21 15:38:47
Global_South,Independent,https://www.aljazeera.com/xml/rss/all.xml,Massive explosions at Syrian army weapons depot near Aleppo,"Explosions rocked a Syrian army ammunition depot south of Aleppo, injuring at least four people.",https://www.aljazeera.com/video/newsfeed/2026/9/21/09-21-aleppo-depot-explosions-reported-mp4?traffic_source=rss,"Mon, 21 Sep 2026 04:19:00 +0000",2026-09-21 15:38:47
Global_South,Independent,https://www.aljazeera.com/xml/rss/all.xml,Imran Khan’s family says three sisters detained ahead of Islamabad march,Imran Khan’s family says three of his sisters have been detained in Lahore ahead of a march demanding his release.,https://www.aljazeera.com/video/newsfeed/2026/9/21/09-21-aleema-khan-arrest-sv?traffic_source=rss,"Mon, 21 Sep 2026 02:31:37 +0000",2026-09-21 15:38:47
Global_South,Independent,https://www.aljazeera.com/xml/rss/all.xml,Powerful explosions at Syrian army site near Aleppo injure at least four,Officials urge civilians to stay away from the site in al-Eis near Aleppo after a series of explosions.,https://www.aljazeera.com/news/2026/9/21/powerful-explosions-at-syrian-army-site-near-aleppo-injures-at-least-four?traffic_source=rss,"Mon, 21 Sep 2026 01:30:46 +0000",2026-09-21 15:38:47
Global_South,Independent,https://www.aljazeera.com/xml/rss/all.xml,"Trump administration readies sweeping sanctions against ICC, reports say","Measures targeting the court itself could disrupt payments, IT services and investigations.",https://www.aljazeera.com/news/2026/9/21/trump-administration-readies-sweeping-sanctions-against-icc-reports-say?traffic_source=rss,"Mon, 21 Sep 2026 01:19:42 +0000",2026-09-21 15:38:47
Global_South,Independent,https://www.aljazeera.com/xml/rss/all.xml,"The Sahel and the UN: a smaller footprint, a different role","As UNGA 81 begins, the UN faces a changing Sahel demanding greater sovereignty.",https://www.aljazeera.com/news/2026/9/21/the-sahel-and-the-un-a-smaller-footprint-a-different-role?traffic_source=rss,"Mon, 21 Sep 2026 00:53:15 +0000",2026-09-21 15:38:47
Global_South,Independent,https://www.aljazeera.com/xml/rss/all.xml,Ethiopian armed groups forge alliance against government,Former adversaries say they will settle differences as fears grow of expanding war in Ethiopia.,https://www.aljazeera.com/news/2026/9/21/ethiopian-armed-groups-forge-alliance-against-government?traffic_source=rss,"Mon, 21 Sep 2026 00:34:30 +0000",2026-09-21 15:38:47
Global_South,Independent,https://www.aljazeera.com/xml/rss/all.xml,Iran war live: Tehran warns US against new strikes; fighting rages in Yemen,"Tehran says it has learned the US may be planning a new round of strikes, warns of retaliation 'without limitations'.",https://www.aljazeera.com/news/liveblog/2026/9/21/iran-war-live-tehran-warns-us-against-new-strikes-fighting-rages-in-yemen?traffic_source=rss,"Mon, 21 Sep 2026 00:00:47 +0000",2026-09-21 15:38:47
Global_South,Independent,https://www.aljazeera.com/xml/rss/all.xml,"ICE officer shoots and wounds man in Austin, Texas, officials say","An immigration attorney representing the man’s family identifies him as Wilber Rafael Garces Perez, a Venezuelan.",https://www.aljazeera.com/news/2026/9/20/ice-officer-shoots-and-wounds-man-in-austin-texas-officials-say?traffic_source=rss,"Sun, 20 Sep 2026 23:59:28 +0000",2026-09-21 15:38:47
